date,Price,Daily Volume
4-7-2016,$421.47,"$57,858,600"
4-8-2016,$418.64,"$63,454,700"
4-9-2016,$418.76,"$49,792,700"
4-10-2016,$421.95,"$73,478,600"
4-11-2016,$423.27,"$50,747,500"
4-12-2016,$427.43,"$70,728,800"
4-13-2016,$424.87,"$69,060,400"
4-14-2016,$425.86,"$45,281,000"
4-15-2016,$430.72,"$54,801,500"
4-16-2016,$432.22,"$39,392,800"
4-17-2016,$429.34,"$52,125,900"
4-18-2016,$429.66,"$55,670,900"
4-19-2016,$437.57,"$52,810,500"
4-20-2016,$442.66,"$72,890,096"
4-21-2016,$452.16,"$68,204,704"
4-22-2016,$448.13,"$58,804,400"
4-23-2016,$453.91,"$50,485,400"
4-24-2016,$463.38,"$68,198,400"
4-25-2016,$465.32,"$87,091,800"
4-26-2016,$469.61,"$78,971,904"
4-27-2016,$445.74,"$93,564,896"
4-28-2016,$451.06,"$74,064,704"
4-29-2016,$457.01,"$49,258,500"
4-30-2016,$449.90,"$69,322,600"
5-1-2016,$455.01,"$40,660,100"
5-2-2016,$444.93,"$92,127,000"
5-3-2016,$451.63,"$59,366,400"
5-4-2016,$448.37,"$50,407,300"
5-5-2016,$449.34,"$50,440,800"
5-6-2016,$461.69,"$72,796,800"
5-7-2016,$461.36,"$38,364,500"
5-8-2016,$461.38,"$40,315,000"
5-9-2016,$463.46,"$55,493,100"
5-10-2016,$451.08,"$58,956,100"
5-11-2016,$453.90,"$50,605,200"
5-12-2016,$455.61,"$59,849,300"
5-13-2016,$457.24,"$60,845,000"
5-14-2016,$458.12,"$37,209,000"
5-15-2016,$460.86,"$28,514,000"
5-16-2016,$455.22,"$59,171,500"
5-17-2016,$453.55,"$64,100,300"
5-18-2016,$454.49,"$86,850,096"
5-19-2016,$437.72,"$96,027,400"
5-20-2016,$442.40,"$81,987,904"
5-21-2016,$444.08,"$42,762,300"
5-22-2016,$440.56,"$39,657,600"
5-23-2016,$444.21,"$50,582,500"
5-24-2016,$445.67,"$65,783,100"
5-25-2016,$450.55,"$65,231,000"
5-26-2016,$454.43,"$65,203,800"
5-27-2016,$471.82,"$164,780,992"
5-28-2016,$530.91,"$181,199,008"
5-29-2016,$527.55,"$148,736,992"
5-30-2016,$533.49,"$87,958,704"
5-31-2016,$530.94,"$138,450,000"
6-1-2016,$537.61,"$86,061,800"
6-2-2016,$538.77,"$60,378,200"
6-3-2016,$570.18,"$122,020,000"
6-4-2016,$574.27,"$94,925,296"
6-5-2016,$575.14,"$68,874,096"
6-6-2016,$585.86,"$72,138,896"
6-7-2016,$578.47,"$107,770,000"
6-8-2016,$583.10,"$80,265,800"
6-9-2016,$577.10,"$71,301,000"
6-10-2016,$579.81,"$66,991,900"
6-11-2016,$605.45,"$82,357,000"
6-12-2016,$670.39,"$277,084,992"
6-13-2016,$704.32,"$243,295,008"
6-14-2016,$684.95,"$186,694,000"
6-15-2016,$695.00,"$99,223,800"
6-16-2016,$767.42,"$271,633,984"
6-17-2016,$750.01,"$363,320,992"
6-18-2016,$758.29,"$252,718,000"
6-19-2016,$766.77,"$136,184,992"
6-20-2016,$722.50,"$174,511,008"
6-21-2016,$669.60,"$309,944,000"
6-22-2016,$594.83,"$266,392,992"
6-23-2016,$627.68,"$253,462,000"
6-24-2016,$664.13,"$224,316,992"
6-25-2016,$668.87,"$126,656,000"
6-26-2016,$630.43,"$109,225,000"
6-27-2016,$652.24,"$122,134,000"
6-28-2016,$647.22,"$138,384,992"
6-29-2016,$638.59,"$142,456,000"
6-30-2016,$674.28,"$138,980,000"
7-1-2016,$677.51,"$134,431,008"
7-2-2016,$702.74,"$112,354,000"
7-3-2016,$662.55,"$129,512,000"
7-4-2016,$679.84,"$92,008,400"
7-5-2016,$668.17,"$130,476,000"
7-6-2016,$677.65,"$134,960,992"
7-7-2016,$640.05,"$258,091,008"
7-8-2016,$665.05,"$141,970,000"
7-9-2016,$651.94,"$180,536,000"
7-10-2016,$649.96,"$102,532,000"
7-11-2016,$650.27,"$107,910,000"
7-12-2016,$670.02,"$138,172,992"
7-13-2016,$658.33,"$131,449,000"
7-14-2016,$660.91,"$98,511,400"
7-15-2016,$666.76,"$81,673,104"
7-16-2016,$665.28,"$50,330,200"
7-17-2016,$681.09,"$74,407,904"
7-18-2016,$675.12,"$69,465,000"
7-19-2016,$674.66,"$61,203,300"
7-20-2016,$667.31,"$94,636,400"
7-21-2016,$666.85,"$60,491,800"
7-22-2016,$650.56,"$134,169,000"
7-23-2016,$657.38,"$69,532,200"
7-24-2016,$661.39,"$118,184,000"
7-25-2016,$655.12,"$78,176,496"
7-26-2016,$654.63,"$225,135,008"
7-27-2016,$656.28,"$147,460,992"
7-28-2016,$656.20,"$86,428,400"
7-29-2016,$657.56,"$60,703,500"
7-30-2016,$655.36,"$38,456,100"
7-31-2016,$624.80,"$110,818,000"
8-1-2016,$606.51,"$121,887,000"
8-2-2016,$526.98,"$330,932,992"
8-3-2016,$570.35,"$207,982,000"
8-4-2016,$583.54,"$125,292,000"
8-5-2016,$581.28,"$66,127,900"
8-6-2016,$590.80,"$80,797,296"
8-7-2016,$594.73,"$82,398,400"
8-8-2016,$591.63,"$61,194,100"
8-9-2016,$587.93,"$92,228,096"
8-10-2016,$589.97,"$102,905,000"
8-11-2016,$589.59,"$74,514,400"
8-12-2016,$587.19,"$69,218,000"
8-13-2016,$585.36,"$43,563,000"
8-14-2016,$571.39,"$60,851,100"
8-15-2016,$566.56,"$57,262,300"
8-16-2016,$578.41,"$58,405,200"
8-17-2016,$573.66,"$54,443,000"
8-18-2016,$573.26,"$59,896,600"
8-19-2016,$573.96,"$50,631,600"
8-20-2016,$581.80,"$45,301,400"
8-21-2016,$580.79,"$38,299,400"
8-22-2016,$584.97,"$72,844,000"
8-23-2016,$582.63,"$85,349,200"
8-24-2016,$578.70,"$56,328,200"
8-25-2016,$576.03,"$136,130,000"
8-26-2016,$578.87,"$48,856,800"
8-27-2016,$570.20,"$59,698,300"
8-28-2016,$575.11,"$86,301,600"
8-29-2016,$573.43,"$110,398,000"
8-30-2016,$575.70,"$70,342,400"
8-31-2016,$572.27,"$75,840,896"
9-1-2016,$572.22,"$76,923,400"
9-2-2016,$576.85,"$79,910,800"
9-3-2016,$600.37,"$159,014,000"
9-4-2016,$610.54,"$97,942,896"
9-5-2016,$607.53,"$82,446,800"
9-6-2016,$613.00,"$78,529,104"
9-7-2016,$615.66,"$75,032,400"
9-8-2016,$630.55,"$86,713,000"
9-9-2016,$622.98,"$64,550,200"
9-10-2016,$624.75,"$45,016,800"
9-11-2016,$608.25,"$73,610,800"
9-12-2016,$607.71,"$72,812,304"
9-13-2016,$608.69,"$86,920,600"
9-14-2016,$609.41,"$47,877,700"
9-15-2016,$607.07,"$59,464,600"
9-16-2016,$607.81,"$64,963,400"
9-17-2016,$607.38,"$37,140,300"
9-18-2016,$611.53,"$48,679,400"
9-19-2016,$608.87,"$54,796,400"
9-20-2016,$608.37,"$72,710,896"
9-21-2016,$596.95,"$82,776,200"
9-22-2016,$595.56,"$67,085,300"
9-23-2016,$602.38,"$51,067,000"
9-24-2016,$602.69,"$35,359,500"
9-25-2016,$600.61,"$33,977,800"
9-26-2016,$606.78,"$59,153,800"
9-27-2016,$605.15,"$49,422,400"
9-28-2016,$604.69,"$48,722,600"
9-29-2016,$605.20,"$55,658,600"
9-30-2016,$608.87,"$56,122,400"
10-1-2016,$615.41,"$56,357,000"
10-2-2016,$611.75,"$39,249,800"
10-3-2016,$612.59,"$46,798,300"
10-4-2016,$610.01,"$49,801,600"
10-5-2016,$612.15,"$68,077,504"
10-6-2016,$611.76,"$56,812,100"
10-7-2016,$617.91,"$64,071,400"
10-8-2016,$619.30,"$42,345,900"
10-9-2016,$617.10,"$39,243,400"
10-10-2016,$618.09,"$67,481,104"
10-11-2016,$642.98,"$103,590,000"
10-12-2016,$636.60,"$92,370,200"
10-13-2016,$635.44,"$61,620,700"
10-14-2016,$639.59,"$58,144,600"
10-15-2016,$637.28,"$39,035,400"
10-16-2016,$642.91,"$40,298,100"
10-17-2016,$639.14,"$58,063,600"
10-18-2016,$635.58,"$65,546,700"
10-19-2016,$629.64,"$69,381,696"
10-20-2016,$628.60,"$56,957,300"
10-21-2016,$630.91,"$55,951,000"
10-22-2016,$654.51,"$78,556,496"
10-23-2016,$651.96,"$54,474,600"
10-24-2016,$650.03,"$62,218,200"
10-25-2016,$655.79,"$90,378,800"
10-26-2016,$675.11,"$88,877,104"
10-27-2016,$686.52,"$96,105,296"
10-28-2016,$690.39,"$81,145,504"
10-29-2016,$715.45,"$134,760,992"
10-30-2016,$699.33,"$100,665,000"
10-31-2016,$698.90,"$97,064,400"
11-1-2016,$730.58,"$130,527,000"
11-2-2016,$740.37,"$84,865,200"
11-3-2016,$689.94,"$172,808,000"
11-4-2016,$705.43,"$99,907,696"
11-5-2016,$706.82,"$53,752,300"
11-6-2016,$715.90,"$59,902,200"
11-7-2016,$706.18,"$65,047,100"
11-8-2016,$711.84,"$79,660,800"
11-9-2016,$721.50,"$132,429,000"
11-10-2016,$713.41,"$68,807,800"
11-11-2016,$715.70,"$63,119,700"
11-12-2016,$703.85,"$64,622,500"
11-13-2016,$703.63,"$80,318,096"
11-14-2016,$705.64,"$62,993,000"
11-15-2016,$712.35,"$72,038,496"
11-16-2016,$742.05,"$141,294,000"
11-17-2016,$735.32,"$108,579,000"
11-18-2016,$749.58,"$87,363,104"
11-19-2016,$751.21,"$110,608,000"
11-20-2016,$730.35,"$154,116,000"
11-21-2016,$736.51,"$60,802,400"
11-22-2016,$748.00,"$129,906,000"
11-23-2016,$741.24,"$76,543,800"
11-24-2016,$737.35,"$85,919,296"
11-25-2016,$739.69,"$67,807,600"
11-26-2016,$734.65,"$54,962,700"
11-27-2016,$727.74,"$52,601,800"
11-28-2016,$730.08,"$61,888,600"
11-29-2016,$731.65,"$68,511,104"
11-30-2016,$742.20,"$84,070,800"
12-1-2016,$753.67,"$80,461,904"
12-2-2016,$772.30,"$127,605,000"
12-3-2016,$766.11,"$69,547,296"
12-4-2016,$766.38,"$60,557,900"
12-5-2016,$752.67,"$106,363,000"
12-6-2016,$759.12,"$116,218,000"
12-7-2016,$764.99,"$96,426,096"
12-8-2016,$767.66,"$80,111,904"
12-9-2016,$771.90,"$68,705,296"
12-10-2016,$775.47,"$53,843,100"
12-11-2016,$770.50,"$57,313,400"
12-12-2016,$778.51,"$76,571,000"
12-13-2016,$778.93,"$81,645,600"
12-14-2016,$776.96,"$75,979,000"
12-15-2016,$776.18,"$81,580,096"
12-16-2016,$782.23,"$83,608,200"
12-17-2016,$789.60,"$78,989,800"
12-18-2016,$790.63,"$60,524,400"
12-19-2016,$790.28,"$74,886,400"
12-20-2016,$799.78,"$99,629,296"
12-21-2016,$828.48,"$155,576,000"
12-22-2016,$858.50,"$200,027,008"
12-23-2016,$915.56,"$275,564,000"
12-24-2016,$891.16,"$137,727,008"
12-25-2016,$896.00,"$143,664,992"
12-26-2016,$903.20,"$123,771,000"
12-27-2016,$925.95,"$167,308,000"
12-28-2016,$979.96,"$236,630,000"
12-29-2016,$973.46,"$199,320,000"
12-30-2016,$961.18,"$187,474,000"
12-31-2016,$968.97,"$99,135,104"
1-1-2017,$997.26,"$147,775,008"
1-2-2017,"$1,017.08","$222,184,992"
1-3-2017,"$1,032.61","$185,168,000"
1-4-2017,"$1,134.50","$344,945,984"
1-5-2017,"$1,000.50","$510,199,008"
1-6-2017,$892.46,"$351,876,000"
1-7-2017,$903.45,"$279,550,016"
1-8-2017,$912.48,"$158,715,008"
1-9-2017,$903.51,"$141,876,992"
1-10-2017,$906.50,"$115,808,000"
1-11-2017,$788.31,"$310,928,992"
1-12-2017,$807.11,"$222,326,000"
1-13-2017,$826.75,"$168,968,000"
1-14-2017,$820.05,"$93,063,296"
1-15-2017,$824.55,"$71,013,600"
1-16-2017,$830.84,"$82,755,200"
1-17-2017,$906.03,"$155,095,008"
1-18-2017,$881.26,"$225,676,992"
1-19-2017,$902.26,"$105,625,000"
1-20-2017,$895.17,"$86,728,400"
1-21-2017,$924.47,"$111,158,000"
1-22-2017,$922.47,"$116,573,000"
1-23-2017,$919.12,"$73,588,600"
1-24-2017,$887.74,"$111,349,000"
1-25-2017,$895.69,"$120,831,000"
1-26-2017,$916.67,"$131,958,000"
1-27-2017,$920.45,"$125,594,000"
1-28-2017,$922.77,"$68,979,600"
1-29-2017,$915.63,"$60,851,700"
1-30-2017,$920.31,"$78,227,296"
1-31-2017,$968.50,"$164,582,000"
2-1-2017,$987.53,"$150,110,000"
2-2-2017,"$1,007.70","$145,820,992"
2-3-2017,"$1,015.30","$201,278,000"
2-4-2017,"$1,033.79","$155,064,000"
2-5-2017,"$1,014.57","$114,208,000"
2-6-2017,"$1,023.32","$111,762,000"
2-7-2017,"$1,053.62","$146,007,008"
2-8-2017,"$1,052.37","$201,855,008"
2-9-2017,$982.75,"$407,220,000"
2-10-2017,$996.65,"$190,452,000"
2-11-2017,"$1,011.38","$102,261,000"
2-12-2017,"$1,006.30","$67,530,000"
2-13-2017,$999.95,"$100,607,000"
2-14-2017,"$1,012.21","$137,946,000"
2-15-2017,"$1,013.90","$89,759,400"
2-16-2017,"$1,036.81","$122,277,000"
2-17-2017,"$1,058.67","$136,474,000"
2-18-2017,"$1,060.67","$99,073,504"
2-19-2017,"$1,058.79","$77,423,296"
2-20-2017,"$1,088.69","$109,478,000"
2-21-2017,"$1,128.86","$186,868,992"
2-22-2017,"$1,129.70","$136,100,000"
2-23-2017,"$1,188.86","$189,454,000"
2-24-2017,"$1,185.49","$330,759,008"
2-25-2017,"$1,151.60","$139,960,992"
2-26-2017,"$1,181.71","$116,486,000"
2-27-2017,"$1,194.15","$131,570,000"
2-28-2017,"$1,188.40","$184,956,000"
3-1-2017,"$1,228.46","$229,056,992"
3-2-2017,"$1,262.93","$368,275,008"
3-3-2017,"$1,289.36","$315,739,008"
3-4-2017,"$1,268.94","$183,270,000"
3-5-2017,"$1,276.27","$134,127,000"
3-6-2017,"$1,282.25","$153,656,992"
3-7-2017,"$1,234.48","$291,256,000"
3-8-2017,"$1,152.14","$332,603,008"
3-9-2017,"$1,193.46","$212,283,008"
3-10-2017,"$1,098.53","$563,795,968"
3-11-2017,"$1,176.82","$283,320,000"
3-12-2017,"$1,231.75","$227,176,000"
3-13-2017,"$1,239.40","$380,276,992"
3-14-2017,"$1,246.54","$245,306,000"
3-15-2017,"$1,258.65","$297,804,992"
3-16-2017,"$1,178.02","$638,568,000"
3-17-2017,"$1,072.08","$706,598,976"
3-18-2017,$962.57,"$621,302,016"
3-19-2017,"$1,020.22","$406,648,000"
3-20-2017,"$1,037.76","$286,529,984"
3-21-2017,"$1,111.82","$337,391,008"
3-22-2017,"$1,037.30","$380,840,992"
3-23-2017,"$1,028.17","$248,540,000"
3-24-2017,$935.06,"$491,038,016"
3-25-2017,$968.54,"$435,803,008"
3-26-2017,$962.96,"$303,668,000"
3-27-2017,"$1,042.92","$372,535,008"
3-28-2017,"$1,045.16","$326,332,000"
3-29-2017,"$1,039.69","$298,457,984"
3-30-2017,"$1,037.99","$352,968,992"
3-31-2017,"$1,081.74","$447,287,008"
4-1-2017,"$1,089.52","$289,633,984"
4-2-2017,"$1,105.56","$514,187,008"
4-3-2017,"$1,144.66","$580,444,032"
4-4-2017,"$1,141.92","$436,310,016"
4-5-2017,"$1,135.81","$414,784,000"
4-6-2017,"$1,194.60","$511,222,016"
4-7-2017,"$1,191.73","$317,022,016"
4-8-2017,"$1,184.42","$209,312,000"
4-9-2017,"$1,213.63","$242,343,008"
4-10-2017,"$1,211.65","$215,883,008"
4-11-2017,"$1,229.78","$216,182,000"
4-12-2017,"$1,216.11","$288,702,016"
4-13-2017,"$1,172.56","$351,968,992"
4-14-2017,"$1,174.33","$254,827,008"
4-15-2017,"$1,175.56","$203,559,008"
4-16-2017,"$1,173.69","$183,231,008"
4-17-2017,"$1,191.90","$253,206,000"
4-18-2017,"$1,202.13","$270,524,000"
4-19-2017,"$1,209.56","$288,060,992"
4-20-2017,"$1,235.80","$315,108,000"
4-21-2017,"$1,247.34","$272,167,008"
4-22-2017,"$1,243.55","$249,320,000"
4-23-2017,"$1,250.00","$258,951,008"
4-24-2017,"$1,257.24","$235,806,000"
4-25-2017,"$1,279.86","$242,556,000"
4-26-2017,"$1,296.49","$329,631,008"
4-27-2017,"$1,345.89","$449,196,992"
4-28-2017,"$1,347.99","$527,488,992"
4-29-2017,"$1,357.72","$422,705,984"
4-30-2017,"$1,381.96","$413,115,008"
5-1-2017,"$1,436.94","$713,624,000"
5-2-2017,"$1,463.82","$477,337,984"
5-3-2017,"$1,519.41","$583,795,968"
5-4-2017,"$1,539.83","$933,548,992"
5-5-2017,"$1,529.85","$946,035,968"
5-6-2017,"$1,573.29","$582,529,984"
5-7-2017,"$1,526.27","$1,080,029,952"
5-8-2017,"$1,685.09","$1,340,320,000"
5-9-2017,"$1,719.23","$1,167,920,000"
5-10-2017,"$1,782.50","$915,723,008"
5-11-2017,"$1,835.49","$799,489,984"
5-12-2017,"$1,704.66","$740,984,000"
5-13-2017,"$1,779.84","$579,635,008"
5-14-2017,"$1,794.59","$437,196,000"
5-15-2017,"$1,736.88","$731,529,024"
5-16-2017,"$1,757.03","$959,044,992"
5-17-2017,"$1,808.75","$1,064,729,984"
5-18-2017,"$1,894.25","$894,321,024"
5-19-2017,"$1,967.55","$1,157,289,984"
5-20-2017,"$2,048.12","$961,336,000"
5-21-2017,"$2,045.22","$1,147,859,968"
5-22-2017,"$2,078.94","$1,942,220,032"
5-23-2017,"$2,257.29","$1,378,749,952"
5-24-2017,"$2,415.01","$1,725,379,968"
5-25-2017,"$2,319.60","$2,406,700,032"
5-26-2017,"$2,279.42","$1,763,480,064"
5-27-2017,"$2,044.30","$1,700,480,000"
5-28-2017,"$2,225.70","$1,147,139,968"
5-29-2017,"$2,284.72","$994,625,024"
5-30-2017,"$2,167.26","$1,443,970,048"
5-31-2017,"$2,299.43","$1,544,829,952"
6-1-2017,"$2,399.89","$1,653,180,032"
6-2-2017,"$2,479.42","$1,317,030,016"
6-3-2017,"$2,549.55","$1,514,950,016"
6-4-2017,"$2,524.99","$1,355,120,000"
6-5-2017,"$2,685.32","$1,369,309,952"
6-6-2017,"$2,871.34","$2,089,609,984"
6-7-2017,"$2,706.76","$1,517,709,952"
6-8-2017,"$2,802.56","$1,281,170,048"
6-9-2017,"$2,804.87","$1,348,950,016"
6-10-2017,"$2,916.33","$2,018,889,984"
6-11-2017,"$2,974.21","$1,752,400,000"
6-12-2017,"$2,665.43","$2,569,530,112"
6-13-2017,"$2,707.14","$1,781,200,000"
6-14-2017,"$2,443.82","$1,696,560,000"
6-15-2017,"$2,409.89","$2,026,259,968"
6-16-2017,"$2,476.36","$1,195,190,016"
6-17-2017,"$2,652.76","$1,534,509,952"
6-18-2017,"$2,508.21","$1,178,659,968"
6-19-2017,"$2,589.64","$1,446,840,064"
6-20-2017,"$2,733.23","$1,854,189,952"
6-21-2017,"$2,639.26","$1,626,579,968"
6-22-2017,"$2,686.65","$1,097,939,968"
6-23-2017,"$2,685.87","$961,318,976"
6-24-2017,"$2,562.19","$982,750,016"
6-25-2017,"$2,497.73","$1,161,100,032"
6-26-2017,"$2,426.37","$1,663,280,000"
6-27-2017,"$2,530.35","$1,489,789,952"
6-28-2017,"$2,562.79","$1,183,869,952"
6-29-2017,"$2,540.44","$949,979,008"
6-30-2017,"$2,452.71","$860,273,024"
7-1-2017,"$2,412.37","$779,913,984"
7-2-2017,"$2,518.87","$803,747,008"
7-3-2017,"$2,551.93","$964,112,000"
7-4-2017,"$2,599.74","$985,516,032"
7-5-2017,"$2,608.10","$941,566,016"
7-6-2017,"$2,603.20","$761,956,992"
7-7-2017,"$2,495.78","$917,411,968"
7-8-2017,"$2,553.49","$733,329,984"
7-9-2017,"$2,506.17","$527,856,000"
7-10-2017,"$2,319.37","$1,111,200,000"
7-11-2017,"$2,319.17","$1,329,760,000"
7-12-2017,"$2,374.89","$1,117,410,048"
7-13-2017,"$2,343.74","$835,769,984"
7-14-2017,"$2,214.83","$882,502,976"
7-15-2017,"$1,989.63","$993,608,000"
7-16-2017,"$1,910.75","$1,182,870,016"
7-17-2017,"$2,215.75","$1,201,760,000"
7-18-2017,"$2,303.76","$1,512,450,048"
7-19-2017,"$2,257.07","$1,245,100,032"
7-20-2017,"$2,823.90","$2,249,260,032"
7-21-2017,"$2,666.14","$1,489,449,984"
7-22-2017,"$2,829.75","$1,177,129,984"
7-23-2017,"$2,753.24","$1,072,840,000"
7-24-2017,"$2,755.16","$866,473,984"
7-25-2017,"$2,558.69","$1,460,089,984"
7-26-2017,"$2,522.32","$937,404,032"
7-27-2017,"$2,665.15","$789,104,000"
7-28-2017,"$2,793.83","$1,380,099,968"
7-29-2017,"$2,706.45","$803,745,984"
7-30-2017,"$2,749.38","$705,942,976"
7-31-2017,"$2,862.61","$860,574,976"
8-1-2017,"$2,727.39","$1,324,669,952"
8-2-2017,"$2,690.15","$1,094,950,016"
8-3-2017,"$2,789.75","$804,796,992"
8-4-2017,"$2,860.27","$1,002,120,000"
8-5-2017,"$3,237.42","$1,945,699,968"
8-6-2017,"$3,230.12","$1,105,030,016"
8-7-2017,"$3,392.56","$1,482,279,936"
8-8-2017,"$3,425.68","$1,752,760,064"
8-9-2017,"$3,347.22","$1,468,960,000"
8-10-2017,"$3,437.03","$1,515,110,016"
8-11-2017,"$3,660.52","$2,021,190,016"
8-12-2017,"$3,871.08","$2,219,589,888"
8-13-2017,"$4,063.80","$3,159,089,920"
8-14-2017,"$4,304.60","$2,463,089,920"
8-15-2017,"$4,160.03","$3,258,050,048"
8-16-2017,"$4,364.68","$2,272,039,936"
8-17-2017,"$4,308.52","$2,553,359,872"
8-18-2017,"$4,108.51","$2,941,710,080"
8-19-2017,"$4,160.33","$2,975,820,032"
8-20-2017,"$4,085.81","$2,109,769,984"
8-21-2017,"$3,992.63","$2,800,890,112"
8-22-2017,"$4,074.33","$3,764,239,872"
8-23-2017,"$4,146.92","$2,369,819,904"
8-24-2017,"$4,325.82","$2,037,750,016"
8-25-2017,"$4,353.13","$1,727,970,048"
8-26-2017,"$4,341.98","$1,511,609,984"
8-27-2017,"$4,344.90","$1,537,459,968"
8-28-2017,"$4,379.76","$1,959,330,048"
8-29-2017,"$4,600.46","$2,486,080,000"
8-30-2017,"$4,586.63","$1,937,849,984"
8-31-2017,"$4,740.36","$1,944,930,048"
9-1-2017,"$4,918.17","$2,599,079,936"
9-2-2017,"$4,595.02","$2,722,139,904"
9-3-2017,"$4,625.30","$1,933,190,016"
9-4-2017,"$4,374.75","$2,987,330,048"
9-5-2017,"$4,454.05","$2,697,969,920"
9-6-2017,"$4,607.52","$2,172,100,096"
9-7-2017,"$4,635.11","$1,844,620,032"
9-8-2017,"$4,345.46","$2,700,890,112"
9-9-2017,"$4,335.59","$1,386,230,016"
9-10-2017,"$4,261.84","$1,679,090,048"
9-11-2017,"$4,212.55","$1,557,330,048"
9-12-2017,"$4,164.32","$1,864,530,048"
9-13-2017,"$3,887.12","$2,219,409,920"
9-14-2017,"$3,247.47","$2,716,310,016"
9-15-2017,"$3,699.22","$4,148,069,888"
9-16-2017,"$3,711.23","$1,818,400,000"
9-17-2017,"$3,711.86","$1,239,149,952"
9-18-2017,"$4,080.43","$1,943,209,984"
9-19-2017,"$3,925.74","$1,563,980,032"
9-20-2017,"$3,895.78","$1,213,830,016"
9-21-2017,"$3,617.24","$1,411,480,064"
9-22-2017,"$3,619.21","$1,194,829,952"
9-23-2017,"$3,775.60","$928,113,984"
9-24-2017,"$3,676.90","$768,014,976"
9-25-2017,"$3,918.74","$1,374,210,048"
9-26-2017,"$3,890.09","$1,043,740,032"
9-27-2017,"$4,207.79","$1,686,880,000"
9-28-2017,"$4,187.77","$1,712,320,000"
9-29-2017,"$4,155.01","$1,367,049,984"
9-30-2017,"$4,334.54","$1,207,449,984"
10-1-2017,"$4,382.09","$1,208,210,048"
10-2-2017,"$4,386.88","$1,431,730,048"
10-3-2017,"$4,306.56","$1,288,019,968"
10-4-2017,"$4,216.68","$1,116,770,048"
10-5-2017,"$4,319.42","$1,161,769,984"
10-6-2017,"$4,365.92","$1,069,939,968"
10-7-2017,"$4,438.86","$906,928,000"
10-8-2017,"$4,600.74","$1,313,869,952"
10-9-2017,"$4,777.53","$1,968,739,968"
10-10-2017,"$4,741.08","$1,597,139,968"
10-11-2017,"$4,814.97","$1,222,279,936"
10-12-2017,"$5,393.67","$2,791,610,112"
10-13-2017,"$5,614.08","$3,615,480,064"
10-14-2017,"$5,785.74","$1,669,030,016"
10-15-2017,"$5,689.87","$1,976,039,936"
10-16-2017,"$5,756.15","$2,008,070,016"
10-17-2017,"$5,590.42","$1,821,570,048"
10-18-2017,"$5,583.87","$2,399,269,888"
10-19-2017,"$5,708.31","$1,780,540,032"
10-20-2017,"$6,000.88","$2,354,429,952"
10-21-2017,"$6,030.21","$2,207,099,904"
10-22-2017,"$5,996.60","$2,034,630,016"
10-23-2017,"$5,888.25","$2,401,840,128"
10-24-2017,"$5,517.78","$2,735,699,968"
10-25-2017,"$5,736.02","$1,966,989,952"
10-26-2017,"$5,900.32","$1,905,040,000"
10-27-2017,"$5,771.95","$1,710,130,048"
10-28-2017,"$5,762.39","$1,403,920,000"
10-29-2017,"$6,174.73","$2,859,040,000"
10-30-2017,"$6,119.26","$1,772,150,016"
10-31-2017,"$6,428.51","$2,311,379,968"
11-1-2017,"$6,726.41","$2,870,320,128"
11-2-2017,"$7,043.78","$4,653,770,240"
11-3-2017,"$7,198.63","$3,369,860,096"
11-4-2017,"$7,420.50","$2,483,800,064"
11-5-2017,"$7,371.14","$2,380,410,112"
11-6-2017,"$6,985.26","$3,111,899,904"
11-7-2017,"$7,118.20","$2,326,340,096"
11-8-2017,"$7,451.21","$4,602,200,064"
11-9-2017,"$7,117.74","$3,226,249,984"
11-10-2017,"$6,620.57","$5,208,249,856"
11-11-2017,"$6,346.72","$4,908,680,192"
11-12-2017,"$5,829.10","$8,957,349,888"
11-13-2017,"$6,519.45","$6,263,249,920"
11-14-2017,"$6,592.37","$3,197,110,016"
11-15-2017,"$7,257.37","$4,200,880,128"
11-16-2017,"$7,833.70","$5,123,809,792"
11-17-2017,"$7,729.03","$4,651,670,016"
11-18-2017,"$7,796.15","$3,667,190,016"
11-19-2017,"$8,018.32","$3,149,319,936"
11-20-2017,"$8,269.87","$3,488,450,048"
11-21-2017,"$8,092.00","$4,277,609,984"
11-22-2017,"$8,249.60","$3,633,530,112"
11-23-2017,"$8,071.67","$4,225,179,904"
11-24-2017,"$8,232.42","$5,058,610,176"
11-25-2017,"$8,760.17","$4,342,060,032"
11-26-2017,"$9,319.90","$5,475,579,904"
11-27-2017,"$9,730.73","$5,653,320,192"
11-28-2017,"$9,932.19","$6,348,819,968"
11-29-2017,"$9,800.03","$11,568,799,744"
11-30-2017,"$9,996.71","$8,310,689,792"
12-1-2017,"$10,808.96","$6,783,119,872"
12-2-2017,"$10,934.86","$5,138,500,096"
12-3-2017,"$11,213.94","$6,608,309,760"
12-4-2017,"$11,562.13","$6,132,409,856"
12-5-2017,"$11,736.75","$6,895,260,160"
12-6-2017,"$13,992.13","$12,656,300,032"
12-7-2017,"$17,032.29","$17,950,699,520"
12-8-2017,"$16,298.49","$21,135,998,976"
12-9-2017,"$15,050.02","$13,911,300,096"
12-10-2017,"$15,475.00","$13,433,299,968"
12-11-2017,"$16,873.50","$12,153,900,032"
12-12-2017,"$17,433.93","$14,603,799,552"
12-13-2017,"$16,515.15","$12,976,900,096"
12-14-2017,"$16,602.89","$13,777,399,808"
12-15-2017,"$17,702.00","$14,309,999,616"
