duration,start_date,end_date,weeks,final_btc_price,optimum_btc,optimum_investment,optimum_value,optimum_profit,optimum_return_pct,simple_btc,simple_investment,simple_value,simple_profit,simple_return_pct,outperformance_pct,outperformance_ratio
1-Year,2020-04-03,2021-04-02,52,59031.53,-0.5420642830899153,-35451.01396830416,-31998.883989150825,3452.1299791533384,0.0,0.967459445136937,13000.0,57110.61125938445,44110.61125938445,339.31239430295733,-339.31239430295733,0.0
1-Year,2020-04-10,2021-04-09,52,58051.76,-0.7629564920468433,-40688.29755704732,-44290.967166745264,-3602.669609697943,0.0,0.9374591780113654,13000.0,54421.15521171306,41421.15521171306,318.62427085933126,-318.62427085933126,0.0
1-Year,2020-04-17,2021-04-16,52,61571.11,-0.8802895515655337,-43746.31712400431,-54200.404811292145,-10454.087687287836,0.0,0.9052082467067192,13000.0,55734.67653088654,42734.67653088654,328.72828100681954,-328.72828100681954,0.0
1-Year,2020-04-24,2021-04-23,52,50954.91,-0.7508707795842972,-40271.392054596,-38260.5529953477,2010.8390592482974,0.0,0.8732097464603572,13000.0,44494.324042010325,31494.324042010325,242.26403109238709,-242.26403109238709,0.0
1-Year,2020-05-01,2021-04-30,52,57741.44,-0.6255515837345987,-36720.37807616126,-36120.24923911631,600.1288370449474,0.0,0.8457001915423464,13000.0,48831.94686793091,35831.94686793091,275.6303605225454,-275.6303605225454,0.0
1-Year,2020-05-08,2021-05-07,52,57341.07,-0.7463449335500063,-39325.59037798858,-42796.21707883626,-3470.626700847679,0.0,0.8219205624860968,13000.0,47129.80450795465,34129.80450795465,262.53695775349735,-262.53695775349735,0.0
1-Year,2020-05-15,2021-05-14,52,49997.4,-0.64363254112615,-36099.57507028404,-32179.953611700574,3919.621458583464,0.0,0.7972945804094761,13000.0,39862.656054564744,26862.656054564744,206.6358158043442,-206.6358158043442,0.0
1-Year,2020-05-22,2021-05-21,52,37174.33,-0.8168074075731392,-39837.56552722389,-30364.268115568375,9473.297411655512,0.0,0.7773406595796162,13000.0,28897.118201630314,15897.118201630314,122.28552462792548,-122.28552462792548,0.0
1-Year,2020-05-29,2021-05-28,52,35596.72,-0.6871792331701615,-35255.7522408512,-24461.326752972953,10794.425487878249,0.0,0.7557513326644332,13000.0,26902.268578482683,13902.268578482683,106.94052752678986,-106.94052752678986,0.0
1-Year,2020-06-05,2021-06-04,52,36884.37,-0.7881160176556694,-37159.69155490292,-29069.162798138244,8090.528756764677,0.0,0.7379395451635656,13000.0,27218.435221444666,14218.435221444666,109.37257862649743,-109.37257862649743,0.0
1-Year,2020-06-12,2021-06-11,52,37185.39,-0.8772840015754798,-38688.53871922704,-32622.14773934483,6066.390979882213,0.0,0.7197621983355633,13000.0,26764.638052365273,13764.638052365273,105.88183117204058,-105.88183117204058,0.0
1-Year,2020-06-19,2021-06-18,52,35714.31,-0.8937385963529348,-38112.64106433411,-31919.257289113582,6193.383775220525,0.0,0.6994626325795015,13000.0,24980.825293360413,11980.825293360413,92.16019456431087,-92.16019456431087,0.0
1-Year,2020-06-26,2021-06-25,52,31683.5,-1.0060459922772218,-40359.53232694257,-31875.058196315356,8484.474130627215,0.0,0.6815311722537484,13000.0,21593.292896101637,8593.292896101637,66.10225304693567,-66.10225304693567,0.0
1-Year,2020-07-03,2021-07-02,52,33782.95,-1.0324178268706097,-40002.575718607535,-34878.11982427846,5124.455894329076,0.0,0.6615831343877138,13000.0,22350.229949863413,9350.229949863413,71.9248457681801,-71.9248457681801,0.0
1-Year,2020-07-10,2021-07-09,52,33914.88,-1.096922701661016,-40817.885059754575,-37202.00179610915,3615.8832636454244,0.0,0.6421855770535334,13000.0,21779.64678350134,8779.646783501339,67.53574448847183,-67.53574448847183,0.0
1-Year,2020-07-17,2021-07-16,52,31455.72,-1.1566902166911976,-41478.68989896235,-36384.52358297764,5094.1663159847085,0.0,0.6226642366260088,13000.0,19586.351881321476,6586.351881321476,50.664245240934434,-50.664245240934434,0.0
1-Year,2020-07-24,2021-07-23,52,33439.6,-0.9620916547915846,-34226.93124072173,-32171.960099568674,2054.971141153055,0.0,0.6034880115786906,13000.0,20180.39771198678,7180.397711986781,55.233828553744466,-55.233828553744466,0.0
1-Year,2020-07-31,2021-07-30,52,41789.67,-0.8702389415452472,-32546.40828882597,-36366.99818832517,-3820.5898994991985,0.0,0.5875329273287112,13000.0,24552.807147200823,11552.807147200823,88.86774728616018,-88.86774728616018,0.0
1-Year,2020-08-07,2021-08-06,52,42790.36,-0.7621970319394918,-30127.259630688935,-32614.685387622354,-2487.4257569334186,0.0,0.5716438593601206,13000.0,24460.846533808934,11460.846533808934,88.16035795237642,-88.16035795237642,0.0
1-Year,2020-08-14,2021-08-13,52,47717.49,-0.679153078257777,-28478.181576263498,-32407.48022023469,-3929.298643971193,0.0,0.5559865943890437,13000.0,26530.28475789325,13530.284757893249,104.07911352225577,-104.07911352225577,0.0
1-Year,2020-08-21,2021-08-20,52,49240.84,-0.6862134258021311,-29732.43112132319,-33789.72550577461,-4057.2943844514193,0.0,0.5411239890122029,13000.0,26645.39976311164,13645.39976311164,104.96461356239723,-104.96461356239723,0.0
1-Year,2020-08-28,2021-08-27,52,49048.48,-0.7656752043342517,-31931.199780354124,-37555.20494628446,-5624.005165930335,0.0,0.5249273409482142,13000.0,25746.88818395167,12746.888183951669,98.05298603039745,-98.05298603039745,0.0
1-Year,2020-09-04,2021-09-03,52,49860.53,-0.9704486613222844,-38098.65838361656,-48387.084591319595,-10288.426207703036,0.0,0.5088251603423732,13000.0,25370.29217200571,12370.29217200571,95.15609363081315,-95.15609363081315,0.0
1-Year,2020-09-11,2021-09-10,52,44765.28,-1.015016430476153,-38993.45689847307,-45437.49471486553,-6444.037816392454,0.0,0.4894614138282204,13000.0,21910.877239216155,8910.877239216155,68.54520953243195,-68.54520953243195,0.0
1-Year,2020-09-18,2021-09-17,52,47213.79,-1.0928630501113412,-40677.44271277192,-51598.20654671634,-10920.763833944424,0.0,0.47157184140989705,13000.0,22264.693890240185,9264.693890240185,71.26687607877066,-71.26687607877066,0.0
1-Year,2020-09-25,2021-09-24,52,42803.31,-1.1155690690416844,-40286.21376150572,-47750.04868860262,-7463.834927096897,0.0,0.45349426225575895,13000.0,19411.055490554547,6411.055490554547,49.3158114658042,-49.3158114658042,0.0
1-Year,2020-10-02,2021-10-01,52,48078.13,-1.1627437752230614,-40835.18713357593,-55902.54638186512,-15067.35924828919,0.0,0.4360722078239067,13000.0,20965.5362971448,7965.536297144801,61.273356131883084,-61.273356131883084,0.0
1-Year,2020-10-09,2021-10-08,52,53933.53,-1.120318965128555,-38121.47162238235,-60422.75651532987,-22301.284892947522,0.0,0.41793744584331827,13000.0,22540.84177351398,9540.841773513981,73.39109056549216,-73.39109056549216,0.0
1-Year,2020-10-16,2021-10-15,52,61446.08,-1.1730216238520148,-39502.33592677079,-72077.5805409408,-32575.244614170013,0.0,0.4006532503461376,13000.0,24618.571673028797,11618.571673028797,89.37362825406767,-89.37362825406767,0.0
1-Year,2020-10-23,2021-10-22,52,60750.97,-1.1294483552790733,-37125.34803146815,-68615.08314810833,-31489.73511664018,0.0,0.3834028153036651,13000.0,23292.0929304285,10292.092930428498,79.16994561868076,-79.16994561868076,0.0
1-Year,2020-10-30,2021-10-29,52,62230.81,-1.0396601435449453,-35490.525936586855,-64698.892857518214,-29208.36692093136,0.0,0.3682568899684808,13000.0,22916.924550819436,9916.924550819436,76.28403500630336,-76.28403500630336,0.0
1-Year,2020-11-06,2021-11-05,52,61005.84,-0.8732682776671519,-30834.181923488064,-53274.46482443784,-22440.282900949776,0.0,0.3539607159014081,13000.0,21593.670800566757,8593.670800566757,66.10516000435966,-66.10516000435966,0.0
1-Year,2020-11-13,2021-11-12,52,64078.97,-0.7082534838480732,-26515.245038839836,-45384.15374389617,-18868.908705056332,0.0,0.34134340007036884,13000.0,21872.933492807162,8872.933492807162,68.2533345600551,-68.2533345600551,0.0
1-Year,2020-11-20,2021-11-19,52,58014.07,-0.5917296603857375,-23630.746078617263,-34328.645938694404,-10697.899860077141,0.0,0.33033318478682283,13000.0,19163.972505545673,6163.972505545673,47.4151731195821,-47.4151731195821,0.0
1-Year,2020-11-27,2021-11-26,52,53800.62,-0.48363766765748883,-20433.570310252282,-26020.006375326848,-5586.436065074566,0.0,0.3211603699024625,13000.0,17278.627020181822,4278.627020181822,32.91251553986017,-32.91251553986017,0.0
1-Year,2020-12-04,2021-12-03,52,53671.62,-0.4435647851708909,-20064.75391186756,-23806.840595073692,-3742.086683206133,0.0,0.3127632921284798,13000.0,16786.51256506876,3786.5125650687587,29.12701973129814,-29.12701973129814,0.0
1-Year,2020-12-11,2021-12-10,52,47437.23,-0.3825766325049557,-18739.517780066268,-18148.375708763062,591.1420713032057,0.0,0.30467738690306256,13000.0,14453.051278319568,1453.0512783195682,11.17731752553514,-11.17731752553514,0.0
1-Year,2020-12-18,2021-12-17,52,46334.48,-0.21821150271595946,-12559.133911438948,-10110.71650836257,2448.417403076379,0.0,0.2970586754027958,13000.0,13764.059254277334,764.0592542773338,5.8773788790564145,-5.8773788790564145,0.0
1-Year,2020-12-25,2021-12-24,52,50889.0,-0.0735860175109939,-7049.10859039971,-3744.7188451169686,3304.3897452827414,0.0,0.29148372866079797,13000.0,14833.315467819348,1833.3154678193478,14.102426675533444,-14.102426675533444,0.0
1-Year,2021-01-01,2021-12-31,52,46355.12,0.049035037746560345,-2130.6215119156586,2273.0250589463344,4403.646570861993,0.0,0.2871617241635321,13000.0,13311.41618300743,311.41618300742994,2.3955091000571533,-2.3955091000571533,0.0
1-Year,2021-01-08,2022-01-07,52,41512.78,0.1357925215208548,1391.1676506808644,5637.12507154051,4245.957420859646,305.2081766551711,0.2846823543546018,13000.0,11817.955946204627,-1182.0440537953727,-9.092646567656713,314.3008232228278,0.0
1-Year,2021-01-15,2022-01-14,52,43102.65,0.20684726932033806,4230.049949726812,8915.66545297027,4685.615503243458,110.76974406758644,0.2835725087827144,13000.0,12222.726595683265,-777.2734043167347,-5.979026187051806,116.74877025463825,0.0
1-Year,2021-01-22,2022-01-21,52,36492.0,0.21449353528422113,4122.70211382515,7827.298089591797,3704.595975766647,89.85844413409308,0.28266343266195737,13000.0,10314.953984700149,-2685.046015299851,-20.65420011769116,110.51264425178424,0.0
1-Year,2021-01-29,2022-01-28,52,37768.85,0.2924817619433165,7023.444572301366,11046.699794572829,4023.255222271463,57.28322023267803,0.2817714960685831,13000.0,10642.185369289904,-2357.814630710096,-18.13703562084689,75.42025585352492,0.0
1-Year,2021-02-05,2022-02-04,52,41080.0,0.4482879977101282,13957.207313031024,18415.670945932066,4458.463632901043,31.943808907520044,0.28082418356434613,13000.0,11536.257460823339,-1463.742539176661,-11.259557993666624,43.20336690118667,0.0
1-Year,2021-02-12,2022-02-11,52,42357.32,0.5025521267694631,16457.029384037236,21286.761250254716,4829.73186621748,29.34753140139713,0.28110254841323923,13000.0,11906.750595955065,-1093.2494040449346,-8.409610800345652,37.75714220174278,0.0
1-Year,2021-02-19,2022-02-18,52,40044.22,0.5737424255766934,19697.228805421633,22975.06791312674,3277.8391077051056,16.641118098820506,0.28178292984674475,13000.0,11283.777635027613,-1716.2223649723874,-13.201710499787595,29.8428285986081,0.0
1-Year,2021-02-26,2022-02-25,52,39323.77,0.5998987784988954,20850.725503224425,23590.281588971506,2739.556085747081,13.138900540048004,0.2838919915563609,13000.0,11163.703380804278,-1836.296619195722,-14.125358609197864,27.264259149245866,0.0
1-Year,2021-03-05,2022-03-04,52,39148.66,0.6398638667248836,22667.51320200437,25049.812964697783,2382.299762693412,10.50975350257106,0.28464498536049415,13000.0,11143.469752582963,-1856.5302474170367,-14.281001903207974,24.790755405779034,0.0
1-Year,2021-03-12,2022-03-11,52,38825.36,0.690737080669621,24885.415509670962,26818.115822347077,1932.7003126761156,7.7663975991280125,0.2864242252171691,13000.0,11120.523656777668,-1879.4763432223317,-14.457510332479476,22.22390793160749,0.0
1-Year,2021-03-19,2022-03-18,52,41826.12,0.7101122350354092,25877.201623747198,29701.23955605923,3824.0379323120324,14.777633176543937,0.28827489558935815,13000.0,12057.420375907965,-942.5796240920354,-7.250612493015657,22.028245669559595,0.0
1-Year,2021-03-26,2022-03-25,52,44347.03,0.7599076453703452,28041.529891782346,33699.64714646806,5658.117254685712,20.177633946940393,0.2897697748839724,13000.0,12850.42889987277,-149.57110012723024,-1.1505469240556172,21.32818087099601,0.0
1-Year,2021-04-02,2022-04-01,52,46307.81,0.7866497897462461,29398.49546843579,36428.02900010911,7029.533531673322,23.911201643705553,0.2907212857272101,13000.0,13462.666062411357,462.6660624113574,3.5589697108565956,20.35223193284896,6.718574077987995
1-Year,2021-04-09,2022-04-08,52,42222.07,0.812800191347439,30726.49991304819,34318.10657508496,3591.606662036771,11.688954720519842,0.29182395406581213,13000.0,12321.411416243503,-678.5885837564965,-5.219912182742281,16.908866903262123,0.0
1-Year,2021-04-16,2022-04-15,52,40527.33,0.8105422902088135,30786.621541831508,32849.11487424836,2062.4933324168487,6.699316875722864,0.2939728120189116,13000.0,11913.933163718399,-1086.0668362816014,-8.354360279089242,15.053677154812107,0.0
1-Year,2021-04-23,2022-04-22,52,39737.97,0.8040914358175817,30377.13179880155,31952.961353775987,1575.8295549744362,5.1875521540733684,0.2956169927766611,13000.0,11747.219190449176,-1252.7808095508244,-9.636775458083264,14.824327612156633,0.0
1-Year,2021-04-30,2022-04-29,52,38609.51,0.8323723049681715,31396.252561703663,32137.486832391667,741.2342706880045,2.360900458522056,0.29715934423762985,13000.0,11473.176672936213,-1526.8233270637866,-11.74479482356759,14.105695282089645,0.0
1-Year,2021-05-07,2022-05-06,52,35919.7,0.8269089301159154,31018.221340874326,29702.320697084644,-1315.9006437896824,-4.242347197566907,0.29927438479694424,13000.0,10749.846119590797,-2250.1538804092033,-17.30887600314772,13.066528805580813,0.0
1-Year,2021-05-14,2022-05-13,52,29285.93,0.7840231689766302,28522.318883709726,22960.847645027763,-5561.471238681963,-19.498664401576228,0.3031145371777536,13000.0,8876.99111777009,-4123.008882229909,-31.715452940230072,12.216788538653844,0.0
1-Year,2021-05-21,2022-05-20,52,29224.25,0.7577020261562732,26834.04585410734,22143.273437897467,-4690.772416209871,-17.480675264970827,0.3057305169416927,13000.0,8934.745059733263,-4065.2549402667373,-31.27119184820567,13.790516583234844,0.0
1-Year,2021-05-28,2022-05-27,52,28612.04,0.7488111338695869,26056.62304620871,21425.014114721977,-4631.608931486735,-17.77516957309878,0.3078534670674152,13000.0,8808.315713871565,-4191.684286128435,-32.24372527791104,14.46855570481226,0.0
1-Year,2021-06-04,2022-06-03,52,29662.67,0.6933007081339394,23644.97986552001,20565.15011614336,-3079.8297493766513,-13.025300790667085,0.3090308856571859,13000.0,9166.681181056838,-3833.318818943162,-29.487067838024323,16.461767047357238,0.0
1-Year,2021-06-11,2022-06-10,52,29070.4,0.7253032826118962,25337.4442110892,21084.85654684087,-4252.587664248331,-16.783806720281362,0.3095966025614533,13000.0,9000.097075102472,-3999.9029248975276,-30.76848403767329,13.984677317391927,0.0
1-Year,2021-06-18,2022-06-17,52,20440.7,0.6814504596557563,21962.919920285054,13929.32441068542,-8033.595509599634,-36.577993904079065,0.3146195823501686,13000.0,6431.044496945092,-6568.955503054908,-50.53042694657621,13.952433042497148,0.0
1-Year,2021-06-25,2022-06-24,52,21299.08,0.742379213344486,23424.46151366363,15811.994255361276,-7612.467258302355,-32.49793919002986,0.3188895755561955,13000.0,6792.0545809374535,-6207.9454190625465,-47.75342630048113,15.25548711045127,0.0
1-Year,2021-07-02,2022-07-01,52,19341.86,0.7683531709894502,23414.814154335327,14861.379463834008,-8553.434690501319,-36.530013153735084,0.3236646831776952,13000.0,6260.2769889673355,-6739.7230110326645,-51.844023161789735,15.314010008054652,0.0
1-Year,2021-07-09,2022-07-08,52,21813.79,0.7983195698027632,23390.686528813796,17414.37544856782,-5976.311080245978,-25.549960121452887,0.3286527520871388,13000.0,7169.162116950907,-5830.837883049093,-44.85259910037764,19.30263897892475,0.0
1-Year,2021-07-16,2022-07-15,52,20831.72,0.808138383346579,22518.15901453191,16834.912523128598,-5683.246491403312,-25.238504123430673,0.3336258591004838,13000.0,6950.000481540731,-6049.999518459269,-46.53845783430207,21.2999537108714,0.0
1-Year,2021-07-23,2022-07-22,52,22706.08,0.9037027085007743,25786.82740183488,20519.545995435263,-5267.281406399616,-20.42624834889467,0.33673880631922226,13000.0,7646.018275388767,-5353.981724611233,-41.18447480470179,20.758226455807122,0.0
1-Year,2021-07-30,2022-07-29,52,23950.74,0.9421217683745126,26737.52987479347,22564.513522678175,-4173.016352115294,-15.607336846958933,0.34168473920641,13000.0,8183.602350700533,-4816.397649299467,-37.04921268691898,21.441875839960044,0.0
1-Year,2021-08-06,2022-08-05,52,23248.97,1.0169638224464566,29183.761200118697,23643.361399142996,-5540.3998009757015,-18.98452966012197,0.3460392493688891,13000.0,8045.056127399822,-4954.943872600178,-38.114952866155214,19.130423206033242,0.0
1-Year,2021-08-13,2022-08-12,52,24396.31,1.0353462406328295,29349.10210595969,25258.62784381311,-4090.474262146581,-13.937306318192135,0.35113826223834105,13000.0,8566.477898427862,-4433.522101572138,-34.10401616593952,20.166709847747384,0.0
1-Year,2021-08-20,2022-08-19,52,20906.77,1.083185617724706,30618.524746332114,22645.91257707835,-7972.612169253764,-26.038524831960846,0.35608203077953005,13000.0,7444.525118640556,-5555.474881359444,-42.73442216430342,16.69589733234257,0.0
1-Year,2021-08-27,2022-08-26,52,20246.17,1.1118715396398768,31277.828072780605,22511.140209710684,-8766.687863069921,-28.028441881164674,0.3627772753714926,13000.0,7344.850389308052,-5655.149610691948,-43.501150851476524,15.47270897031185,0.0
1-Year,2021-09-03,2022-09-02,52,19948.86,1.1898051432779257,33287.95235999016,23735.256230531282,-9552.696129458876,-28.697157536612444,0.3698052359494855,13000.0,7377.192879223254,-5622.807120776746,-43.252362467513436,14.555204930900992,0.0
1-Year,2021-09-10,2022-09-09,52,21363.19,1.175732271939058,32411.230167459296,25117.39191456576,-7293.838252893536,-22.50404632964691,0.37768371475800255,13000.0,8068.528958281012,-4931.471041718988,-37.9343926286076,15.430346298960686,0.0
1-Year,2021-09-17,2022-09-16,52,19741.58,1.1799402487603035,32020.07172173602,23293.884816121434,-8726.186905614588,-27.25224034926516,0.3833054322314792,13000.0,7567.054854832327,-5432.945145167673,-41.79188573205902,14.53964538279386,0.0
1-Year,2021-09-24,2022-09-23,52,19326.86,1.2044368589377785,32177.8151303346,23277.982551530196,-8899.832578804402,-27.658287372079442,0.39025438280851527,13000.0,7542.391820926581,-5457.608179073419,-41.981601377487834,14.323314005408392,0.0
1-Year,2021-10-01,2022-09-30,52,19435.19,1.2916304692003902,34428.895698918685,25103.08357869873,-9325.812120219955,-27.087165971788203,0.39739165259125914,13000.0,7723.382272525113,-5276.617727474887,-40.58936713442221,13.502201162634009,0.0
1-Year,2021-10-08,2022-10-07,52,19539.14,1.3869370783854216,36844.36968785697,27099.557745763726,-9744.811942093242,-26.44857823502108,0.40505285933685753,13000.0,7914.384525983166,-5085.615474016834,-39.12011903089873,12.671540795877647,0.0
1-Year,2021-10-15,2022-10-14,52,19177.69,1.471708893776985,39316.2659578027,28223.976935097948,-11092.289022704754,-28.212976874787316,0.41374086576201985,13000.0,7934.59406391563,-5065.40593608437,-38.96466104680285,10.751684172015537,0.0
1-Year,2021-10-22,2022-10-21,52,19174.88,1.5295901113168515,40918.30283128615,29329.706833687273,-11588.595997598877,-28.321301705451557,0.42249024883649716,13000.0,8101.199822609973,-4898.800177390027,-37.68307828761559,9.36177658216403,0.0
1-Year,2021-10-29,2022-10-28,52,20604.61,1.566892765754311,41814.949055892575,32285.214350188937,-9529.734705703639,-22.79025784048087,0.43144958997403776,13000.0,8889.850536074959,-4110.149463925041,-31.616534337884932,8.826276497404063,0.0
1-Year,2021-11-05,2022-11-04,52,21157.24,1.6695260695909329,44994.284044044936,35322.56374059207,-9671.720303452865,-21.495442163242803,0.4395579694587215,13000.0,9299.833453750842,-3700.1665462491583,-28.462819586531985,6.967377423289182,0.0
1-Year,2021-11-12,2022-11-11,52,16916.85,1.688325544772288,45381.46650345755,28561.14999208108,-16820.316511376473,-37.064285946103034,0.44801102243855095,13000.0,7578.9352649396,-5421.0647350604,-41.700497962003084,4.63621201590005,0.0
1-Year,2021-11-19,2022-11-18,52,16661.52,1.7387403242310433,45969.56541565254,28970.056686982014,-16999.508728670527,-36.979920464686906,0.45912321194187344,13000.0,7649.6905782337635,-5350.3094217662365,-41.156226321278744,4.1763058565918385,0.0
1-Year,2021-11-26,2022-11-25,52,16522.39,1.8300258805038343,47168.46072606407,30236.401307777745,-16932.059418286324,-35.89699379129857,0.47053412334624006,13000.0,7774.348294234683,-5225.651705765317,-40.19732081357936,4.30032702228079,0.0
1-Year,2021-12-03,2022-12-02,52,17075.11,1.851119956999733,46471.429977791326,31608.076888965712,-14863.353088825614,-31.983851359703806,0.48163800228603026,13000.0,8224.021869214219,-4775.978130785781,-36.738293313736776,4.75444195403297,0.0
1-Year,2021-12-10,2022-12-09,52,17136.15,1.848930246393143,45664.50089528975,31683.54604172986,-13980.954853559888,-30.616681622380355,0.49143037078637686,13000.0,8421.224548350972,-4578.775451649028,-35.22134962806944,4.604668005689085,0.0
1-Year,2021-12-17,2022-12-16,52,16606.11,1.8872339124928417,46020.834271492226,31339.613946586505,-14681.22032490572,-31.901247679032313,0.5006254775279481,13000.0,8313.441748631634,-4686.558251368366,-36.05044808744896,4.14920040841665,0.0
1-Year,2021-12-24,2022-12-23,52,16780.52,1.9693618547279084,47484.80203047501,33046.91599049876,-14437.886039976249,-30.405277947058174,0.5105227101005219,13000.0,8566.836547296009,-4433.163452703991,-34.10125732849224,3.6959793814340642,0.0
1-Year,2021-12-31,2022-12-30,52,16593.69,1.9613148788533035,46568.805035575635,32545.45109207927,-14023.353943496364,-30.11319258199433,0.5204094093973456,13000.0,8635.512412622638,-4364.487587377362,-33.57298144136432,3.45978885936999,0.0
1-Year,2022-01-07,2023-01-06,52,16957.86,1.9507795919756163,45674.47137594003,33081.04721157963,-12593.424164360404,-27.572128992376797,0.5300078537040361,13000.0,8987.798982013526,-4012.2010179864737,-30.863084753742104,3.290955761365307,0.0
1-Year,2022-01-14,2023-01-13,52,19868.72,1.9754302414700298,45485.56544082687,39249.270347300415,-6236.295093526453,-13.710492621311657,0.5385792634814136,13000.0,10700.880583918433,-2299.1194160815667,-17.685533969858206,3.975041348546549,0.0
1-Year,2022-01-21,2023-01-20,52,22660.72,1.8863653682905388,42809.957564918295,42746.397428528784,-63.56013638951117,-0.14847044941151058,0.5444600343642014,13000.0,12337.856389917548,-662.1436100824521,-5.093412385249632,4.944941935838122,0.0
1-Year,2022-01-28,2023-01-27,52,23070.5,1.9029693231677318,42689.017489858525,43902.453770141154,1213.436280282629,2.8425022444494084,0.548543826133466,13000.0,12655.180340812127,-344.8196591878732,-2.6524589168297936,5.4949611612792015,0.0
1-Year,2022-02-04,2023-02-03,52,23445.81,1.9670751154428017,43687.22304518654,46119.6694124,2432.446367213459,5.567866752934909,0.5530092595344424,13000.0,12965.750027285225,-34.24997271477514,-0.2634613285751934,5.831328081510102,0.0
1-Year,2022-02-11,2023-02-10,52,21620.57,1.9596667171345743,43265.934765068545,42369.11143447826,-896.8233305902831,-2.0728162593966375,0.5583018242475927,13000.0,12070.803672272774,-929.1963277272262,-7.147664059440201,5.074847800043564,0.0
1-Year,2022-02-18,2023-02-17,52,24607.34,1.8684628770025071,40880.211342457726,45977.90129177887,5097.689949321146,12.469822884762689,0.5638936071687689,13000.0,13875.921715428334,875.9217154283342,6.7378593494487244,5.731963535313964,1.8507098824766859
1-Year,2022-02-25,2023-02-24,52,23175.82,1.9715437828834084,42858.48388616914,45692.14383422495,2833.6599480558143,6.611666328612863,0.5672323330543342,13000.0,13146.074449047299,146.0744490472989,1.1236496080561456,5.488016720556717,5.884099706180378
1-Year,2022-03-04,2023-03-03,52,22350.1,1.8558520952746156,39895.24808474303,41478.479914597185,1583.2318298541577,3.9684722012284626,0.5720789164529119,13000.0,12786.020990614225,-213.9790093857755,-1.6459923798905807,5.6144645811190435,0.0
1-Year,2022-03-11,2023-03-10,52,20240.41,1.9107321818289467,40937.68036643362,38674.00276041243,-2263.677606021185,-5.529569789394471,0.5766535457365021,13000.0,11671.704193660555,-1328.2958063394453,-10.217660048764964,4.688090259370493,0.0
1-Year,2022-03-18,2023-03-17,52,27450.63,1.9551432830445434,41781.7545886246,53669.91485984104,11888.160271216439,28.452994347090154,0.580698292713384,13000.0,15940.5339749068,2940.5339749068007,22.619492114667697,5.8335022324224575,1.2578971359237416
1-Year,2022-03-25,2023-03-24,52,27464.12,2.071338251651082,44328.335812667116,56887.48230393552,12559.146491268402,28.332095624667108,0.5835940210295164,13000.0,16027.89622483716,3027.896224837161,23.291509421824312,5.040586202842796,1.2164130332454852
1-Year,2022-04-01,2023-03-31,52,28514.68,2.069674819773974,44099.406516579664,59016.11518991254,14916.708673332876,33.82519142910636,0.5875064711065532,13000.0,16752.559021532612,3752.559021532612,28.86583862717394,4.959352801932422,1.1718069883915914
1-Year,2022-04-08,2023-04-07,52,27936.8,1.8899532019315424,39593.44769286832,52799.244611721115,13205.796918852793,33.353490762643176,0.5911252521159962,13000.0,16514.14794331416,3514.1479433141612,27.031907256262777,6.321583506380399,1.2338563626477304
1-Year,2022-04-15,2023-04-14,52,30458.97,1.8901634433394237,39265.42801745628,57572.431615772206,18307.003598315925,46.62372097453555,0.5932242180714661,13000.0,18068.998661512243,5068.998661512243,38.99229739624803,7.631423578287524,1.1957161821150308
1-Year,2022-04-22,2023-04-21,52,27292.02,1.882331907319752,38932.20446139899,51372.64006120882,12440.435599809825,31.95410013872816,0.5955829455382768,13000.0,16254.661661289563,3254.661661289563,25.03585893299664,6.918241205731519,1.2763332875555329
1-Year,2022-04-29,2023-04-28,52,29350.81,1.8430772276266627,37931.46697757466,54095.80952339693,16164.34254582227,42.61459899607558,0.5984903388291644,13000.0,17566.176221810427,4566.176221810427,35.12443247546482,7.490166520610757,1.2132466204498193
1-Year,2022-05-06,2023-05-05,52,29552.97,1.4881165056387178,29729.74205777498,43978.26244764586,14248.520389870879,47.92682143753944,0.6009000214164901,13000.0,17758.38030592089,4758.380305920891,36.6029254301607,11.323896007378735,1.3093713377906095
1-Year,2022-05-13,2023-05-12,52,26773.34,1.4650049804409155,29017.66501534156,39223.07644303798,10205.411427696417,35.16965070173924,0.6016042193493712,13000.0,16106.954310075296,3106.9543100752962,23.89964853904074,11.270002162698503,1.4715551420887483
1-Year,2022-05-20,2023-05-19,52,26889.5,1.4348518727773922,28183.445713572415,38582.44943304769,10399.003719475273,36.897559741843004,0.6024206130120703,13000.0,16198.789073588065,3198.7890735880646,24.606069796831267,12.291489945011737,1.499530808719181
1-Year,2022-05-27,2023-05-26,52,26720.38,1.461319916664122,28576.462990432054,39047.02347483367,10470.56048440162,36.64050546740989,0.603134034529713,13000.0,16115.970593567054,3115.9705935670536,23.969004565900413,12.671500901509475,1.528661958683784
1-Year,2022-06-03,2023-06-02,52,27255.23,1.458530629808723,28475.775816203673,39752.5877774816,11276.81196127793,39.60142134164803,0.6042606520365651,13000.0,16469.263051206548,3469.263051206548,26.686638855434985,12.914782486213042,1.483941891527596
1-Year,2022-06-10,2023-06-09,52,26470.68,1.1668341542013256,22260.873291825883,30886.893508933947,8626.020217108064,38.749693707099574,0.6059772567377186,13000.0,16040.630050381995,3040.630050381995,23.389461926015347,15.360231781084227,1.6567159103390718
